,CustomerID,CustomerName,BillToCustomerID,CustomerCategoryID,BuyingGroupID,PrimaryContactPersonID,AlternateContactPersonID,DeliveryMethodID,DeliveryCityID,PostalCityID,CreditLimit,AccountOpenedDate,StandardDiscountPercentage,IsStatementSent,IsOnCreditHold,PaymentDays,PhoneNumber,FaxNumber,DeliveryRun,RunPosition,WebsiteURL,DeliveryAddressLine1,DeliveryAddressLine2,DeliveryPostalCode,DeliveryLocation,PostalAddressLine1,PostalAddressLine2,PostalPostalCode,LastEditedBy,ValidFrom,ValidTo
165,166,"Tailspin Toys (McCamey, TX)",1,3,1,1331,1332,3,21431,21431,NULL,2013-01-01,0.0,0,0,7,(210) 555-0100,(210) 555-0101,,,http://www.tailspintoys.com/McCamey,Suite 116,1556 Barua Boulevard,90434,0xE6100000010C195EA4ABCF223F40F57695FF5A8E59C0,PO Box 3142,Nemethville,90434,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
166,167,"Tailspin Toys (Rockwall, TX)",1,3,1,1333,1334,3,29320,29320,NULL,2013-01-01,0.0,0,0,7,(210) 555-0100,(210) 555-0101,,,http://www.tailspintoys.com/Rockwall,Unit 211,1492 Lanctot Crescent,90294,0xE6100000010CDA77A0A93277404087CBE0DE6B1D58C0,PO Box 7404,Martinsville,90294,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
167,168,"Tailspin Toys (Seagraves, TX)",1,3,1,1335,1336,3,30926,30926,NULL,2013-01-01,0.0,0,0,7,(210) 555-0100,(210) 555-0101,,,http://www.tailspintoys.com/Seagraves,Suite 228,1216 Nilsson Crescent,90453,0xE6100000010C89A0C5ADDD78404045813E9127A459C0,PO Box 8158,Mookjaiville,90453,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
168,169,"Tailspin Toys (Sinclair, WY)",1,3,1,1337,1338,3,31685,31685,NULL,2013-01-01,0.0,0,0,7,(307) 555-0100,(307) 555-0101,,,http://www.tailspintoys.com/Sinclair,Unit 88,391 Cindric Boulevard,90401,0xE6100000010CFEDDF1DC31E3444016855D143DC75AC0,PO Box 3902,Chirilaville,90401,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
169,170,"Tailspin Toys (Eastchester, NY)",1,3,1,1339,1340,3,9932,9932,NULL,2013-01-01,0.0,0,0,7,(212) 555-0100,(212) 555-0101,,,http://www.tailspintoys.com/Eastchester,Unit 109,1568 Srisati Boulevard,90031,0xE6100000010C6018552BB8714440FF58880E017552C0,PO Box 1346,Mishraville,90031,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
170,171,"Tailspin Toys (Ortley Beach, NJ)",1,3,1,1341,1342,3,25653,25653,NULL,2013-01-01,0.0,0,0,7,(201) 555-0100,(201) 555-0101,,,http://www.tailspintoys.com/OrtleyBeach,Shop 83,834 Mookjai Avenue,90179,0xE6100000010C7052E28453FA4340A9BF5E61C18452C0,PO Box 3587,Ederville,90179,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
171,172,"Tailspin Toys (Madrone, NM)",1,3,1,1343,1344,3,20535,20535,NULL,2013-01-01,0.0,0,0,7,(505) 555-0100,(505) 555-0101,,,http://www.tailspintoys.com/Madrone,Shop 283,1520 Podnieks Road,90617,0xE6100000010C9D3B0B8C064C4140C933D4CDEAAE5AC0,PO Box 8414,Blagojevicville,90617,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
172,173,"Tailspin Toys (Wappingers Falls, NY)",1,3,1,1345,1346,3,35833,35833,NULL,2013-01-01,0.0,0,0,7,(212) 555-0100,(212) 555-0101,,,http://www.tailspintoys.com/WappingersFalls,Unit 235,822 Shasthri Road,90681,0xE6100000010C7311DF8959CC4440C7681D554D7A52C0,PO Box 6487,Zujovicville,90681,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
173,174,"Tailspin Toys (Astor Park, FL)",1,3,1,1347,1348,3,1380,1380,NULL,2013-01-01,0.0,0,0,7,(239) 555-0100,(239) 555-0101,,,http://www.tailspintoys.com/AstorPark,Unit 37,440 Spousta Street,90179,0xE6100000010CE8740FBF51273D4057CF49EF9B6454C0,PO Box 3729,Ribeiroville,90179,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
174,175,"Tailspin Toys (San Acacia, NM)",1,3,1,1349,1350,3,30342,30342,NULL,2013-01-01,0.0,0,0,7,(505) 555-0100,(505) 555-0101,,,http://www.tailspintoys.com/SanAcacia,Shop 128,435 Lucchesi Boulevard,90445,0xE6100000010CE81AC121AF2041407A2986F590B95AC0,PO Box 8238,Omelkovaville,90445,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
175,176,"Tailspin Toys (Malott, WA)",1,3,1,1351,1352,3,20642,20642,NULL,2013-01-01,0.0,0,0,7,(206) 555-0100,(206) 555-0101,,,http://www.tailspintoys.com/Malott,Shop 287,680 Kallas Boulevard,90015,0xE6100000010C895DDBDB2D2448409A6C4D043BED5DC0,PO Box 4476,Stolinovaville,90015,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
176,177,"Tailspin Toys (Orrtanna, PA)",1,3,1,1353,1354,3,25646,25646,NULL,2013-01-01,0.0,0,0,7,(215) 555-0100,(215) 555-0101,,,http://www.tailspintoys.com/Orrtanna,Suite 93,185 Saikkonen Avenue,90008,0xE6100000010C0785F70B2CEC434029D082AB175753C0,PO Box 7579,Senville,90008,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
177,178,"Tailspin Toys (Armstrong Creek, WI)",1,3,1,1355,1356,3,1207,1207,NULL,2013-01-01,0.0,0,0,7,(262) 555-0100,(262) 555-0101,,,http://www.tailspintoys.com/ArmstrongCreek,Suite 139,902 Rozitis Crescent,90397,0xE6100000010CD854CCF742D44640697FB1088F1C56C0,PO Box 3364,Dikshitville,90397,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
178,179,"Tailspin Toys (Hiteman, IA)",1,3,1,1357,1358,3,15610,15610,NULL,2013-01-01,0.0,0,0,7,(319) 555-0100,(319) 555-0101,,,http://www.tailspintoys.com/Hiteman,Unit 138,284 Paulet Street,90212,0xE6100000010C07B5DFDA8987444029571DDE183957C0,PO Box 1668,Savonheimoville,90212,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
179,180,"Tailspin Toys (Caselton, NV)",1,3,1,1359,1360,3,5540,5540,NULL,2013-01-01,0.0,0,0,7,(702) 555-0100,(702) 555-0101,,,http://www.tailspintoys.com/Caselton,Suite 206,1839 Hadrabova Crescent,90747,0xE6100000010C2224C10AA6F54240408DD6AC0E9F5CC0,PO Box 1329,Montyville,90747,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
180,181,"Tailspin Toys (Heilwood, PA)",1,3,1,1361,1362,3,15118,15118,NULL,2013-01-01,0.0,0,0,7,(215) 555-0100,(215) 555-0101,,,http://www.tailspintoys.com/Heilwood,Suite 25,1846 Hudecova Crescent,90300,0xE6100000010C214894AC794F44401079CBD58FBA53C0,PO Box 7354,Zvirbuleville,90300,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
181,182,"Tailspin Toys (Hayes Center, NE)",1,3,1,1363,1364,3,14977,14977,NULL,2013-01-01,0.0,0,0,7,(308) 555-0100,(308) 555-0101,,,http://www.tailspintoys.com/HayesCenter,Shop 190,1059 Kamasamudram Avenue,90352,0xE6100000010CD384ED2763414440C1BC1127414159C0,PO Box 9957,Vinjamuriville,90352,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
182,183,"Tailspin Toys (Tierra Verde, FL)",1,3,1,1365,1366,3,34028,34028,NULL,2013-01-01,0.0,0,0,7,(239) 555-0100,(239) 555-0101,,,http://www.tailspintoys.com/TierraVerde,Unit 286,927 Yadav Street,90195,0xE6100000010CA6A9543F25B13B40C194DCBC4CAE54C0,PO Box 6141,Berzinaville,90195,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
183,184,"Tailspin Toys (South Euclid, OH)",1,3,1,1367,1368,3,32083,32083,NULL,2013-01-01,0.0,0,0,7,(216) 555-0100,(216) 555-0101,,,http://www.tailspintoys.com/SouthEuclid,Unit 31,862 Tomek Avenue,90551,0xE6100000010C00259930F5C24440067C235F2E6154C0,PO Box 7469,Deyville,90551,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
184,185,"Tailspin Toys (Vidrine, LA)",1,3,1,1369,1370,3,35355,35355,NULL,2013-01-01,0.0,0,0,7,(225) 555-0100,(225) 555-0101,,,http://www.tailspintoys.com/Vidrine,Suite 174,920 Nesic Street,90272,0xE6100000010CB788DE9854B13E40448B6CE77B1957C0,PO Box 3293,Nakhtareville,90272,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
185,186,"Tailspin Toys (Placer, OR)",1,3,1,1371,1372,3,27166,27166,NULL,2013-01-01,0.0,0,0,7,(458) 555-0100,(458) 555-0101,,,http://www.tailspintoys.com/Placer,Unit 222,1151 De Boulevard,90628,0xE6100000010C3C404173E7504540FA884E852ED45EC0,PO Box 5589,Araujoville,90628,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
186,187,"Tailspin Toys (Brown City, MI)",1,3,1,1373,1374,3,4291,4291,NULL,2013-01-01,0.0,0,0,7,(231) 555-0100,(231) 555-0101,,,http://www.tailspintoys.com/BrownCity,Suite 85,1297 Hrdlickova Boulevard,90503,0xE6100000010C97CF4DF62A9B45405D09939856BF54C0,PO Box 676,Sedlarville,90503,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
187,188,"Tailspin Toys (Premont, TX)",1,3,1,1375,1376,3,27840,27840,NULL,2013-01-01,0.0,0,0,7,(210) 555-0100,(210) 555-0101,,,http://www.tailspintoys.com/Premont,Unit 296,54 Matos Street,90375,0xE6100000010C669C2BEF4F5C3B40ACF24E4FE98758C0,PO Box 2288,Alfredville,90375,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
188,189,"Tailspin Toys (Wilkes-Barre, PA)",1,3,1,1377,1378,3,37194,37194,NULL,2013-01-01,0.0,0,0,7,(215) 555-0100,(215) 555-0101,,,http://www.tailspintoys.com/Wilkes-Barre,Suite 49,1847 Alladi Street,90766,0xE6100000010CB08CB2237A9F44400D8E925767F852C0,PO Box 5206,Greeceville,90766,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
189,190,"Tailspin Toys (Teutopolis, IL)",1,3,1,1379,1380,3,33832,33832,NULL,2013-01-01,0.0,0,0,7,(217) 555-0100,(217) 555-0101,,,http://www.tailspintoys.com/Teutopolis,Unit 103,1171 Lukstina Road,90591,0xE6100000010C4FDA0A5009914340BB3E181D351E56C0,PO Box 9500,Krastinsville,90591,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
190,191,"Tailspin Toys (Orchard Hill, GA)",1,3,1,1381,1382,3,25552,25552,NULL,2013-01-01,0.0,0,0,7,(229) 555-0100,(229) 555-0101,,,http://www.tailspintoys.com/OrchardHill,Suite 169,946 Reddy Street,90698,0xE6100000010C647CF376DF97404062F54718860D55C0,PO Box 6185,Hosseiniville,90698,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
191,192,"Tailspin Toys (Optimo, NM)",1,3,1,1383,1384,3,25505,25505,NULL,2013-01-01,0.0,0,0,7,(505) 555-0100,(505) 555-0101,,,http://www.tailspintoys.com/Optimo,Shop 264,978 Edden Street,90080,0xE6100000010CFF0AF4E4F5F1414003571E496E335AC0,PO Box 7396,Rautville,90080,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
192,193,"Tailspin Toys (Knifley, KY)",1,3,1,1385,1386,3,17931,17931,NULL,2013-01-01,0.0,0,0,7,(270) 555-0100,(270) 555-0101,,,http://www.tailspintoys.com/Knifley,Shop 112,1591 Bhowmick Street,90298,0xE6100000010C0DC0AB8A159F4240DE8FDB2F1F4C55C0,PO Box 6626,Sonkarville,90298,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
193,194,"Tailspin Toys (Naples Park, FL)",1,3,1,1387,1388,3,23592,23592,NULL,2013-01-01,0.0,0,0,7,(239) 555-0100,(239) 555-0101,,,http://www.tailspintoys.com/NaplesPark,Shop 172,1724 Chatterjee Avenue,90386,0xE6100000010CE79D544502433A406F298CD2CA7354C0,PO Box 2827,Naiduville,90386,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
194,195,"Tailspin Toys (Lesslie, SC)",1,3,1,1389,1390,3,19232,19232,NULL,2013-01-01,0.0,0,0,7,(803) 555-0100,(803) 555-0101,,,http://www.tailspintoys.com/Lesslie,Unit 180,1683 Stojkovic Crescent,90771,0xE6100000010CDBC1887D027241404F0FC0BC363D54C0,PO Box 5178,Jaramilloville,90771,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
195,196,"Tailspin Toys (Howells, NE)",1,3,1,1391,1392,3,16090,16090,NULL,2013-01-01,0.0,0,0,7,(308) 555-0100,(308) 555-0101,,,http://www.tailspintoys.com/Howells,Unit 241,6 Nandamuri Road,90444,0xE6100000010C1AF44AFECCDC44409BDFD5172E4058C0,PO Box 8794,Atluriville,90444,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
196,197,"Tailspin Toys (Magalia, CA)",1,3,1,1393,1394,3,20538,20538,NULL,2013-01-01,0.0,0,0,7,(209) 555-0100,(209) 555-0101,,,http://www.tailspintoys.com/Magalia,Suite 176,103 Pulido Road,90226,0xE6100000010C2AF23515F3E743405EE5BFF602655EC0,PO Box 3286,Javaherianville,90226,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
197,198,"Tailspin Toys (Buell, MO)",1,3,1,1395,1396,3,4491,4491,NULL,2013-01-01,0.0,0,0,7,(314) 555-0100,(314) 555-0101,,,http://www.tailspintoys.com/Buell,Shop 35,804 Nantakarn Road,90113,0xE6100000010C93E34EE9608443409438865B19DC56C0,PO Box 7741,Balazville,90113,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
198,199,"Tailspin Toys (Antonito, CO)",1,3,1,1397,1398,3,962,962,NULL,2013-01-01,0.0,0,0,7,(303) 555-0100,(303) 555-0101,,,http://www.tailspintoys.com/Antonito,Shop 109,487 Rusl Street,90346,0xE6100000010CD7C39789228A4240DBCA01718D805AC0,PO Box 554,Seddighville,90346,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
199,200,"Tailspin Toys (Tooele, UT)",1,3,1,1399,1400,3,34230,34230,NULL,2013-01-01,0.0,0,0,7,(385) 555-0100,(385) 555-0101,,,http://www.tailspintoys.com/Tooele,Suite 264,691 Sonkar Avenue,90100,0xE6100000010C85B93885F04344404243FF0417135CC0,PO Box 8133,Saucierville,90100,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
200,201,"Tailspin Toys (Skyway, WA)",1,3,1,1401,1402,3,31752,31752,NULL,2013-01-01,0.0,0,0,7,(206) 555-0100,(206) 555-0101,,,http://www.tailspintoys.com/Skyway,Unit 38,658 Azevedo Lane,90588,0xE6100000010C832E8617E9BE4740776E354646905EC0,PO Box 9810,Lindqvistville,90588,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
201,401,Wingtip Toys (Head Office),401,3,2,2001,2002,3,25555,25555,NULL,2013-01-01,0.0,0,0,7,(303) 555-0100,(303) 555-0101,,,http://www.wingtiptoys.com,Shop 294,1263 Kwak Lane,90625,0xE6100000010C3480B7408285434026A5452259235BC0,PO Box 4823,Kopeckaville,90625,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
202,402,"Wingtip Toys (Black Lick, PA)",401,3,2,2003,2004,3,3127,3127,NULL,2013-01-01,0.0,0,0,7,(215) 555-0100,(215) 555-0101,,,http://www.wingtiptoys.com/BlackLick,Shop 64,581 Koppel Lane,90477,0xE6100000010C748DE090573D44409F292AD1C8CC53C0,PO Box 849,Gungorville,90477,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
203,403,"Wingtip Toys (Queen Valley, AZ)",401,3,2,2005,2006,3,28129,28129,NULL,2013-01-01,0.0,0,0,7,(480) 555-0100,(480) 555-0101,,,http://www.wingtiptoys.com/QueenValley,Suite 56,1750 Lampsa Road,90588,0xE6100000010C5938A4AC3AA64040E457625488D25BC0,PO Box 6526,Bhowmickville,90588,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
204,404,"Wingtip Toys (Penns Creek, PA)",401,3,2,2007,2008,3,26579,26579,NULL,2013-01-01,0.0,0,0,7,(215) 555-0100,(215) 555-0101,,,http://www.wingtiptoys.com/PennsCreek,Suite 191,834 Poddar Avenue,90195,0xE6100000010C113AE8120E6E44407E5EA747894353C0,PO Box 588,Ayhanville,90195,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
205,405,"Wingtip Toys (Bourbonnais, IL)",401,3,2,2009,2010,3,3659,3659,NULL,2013-01-01,0.0,0,0,7,(217) 555-0100,(217) 555-0101,,,http://www.wingtiptoys.com/Bourbonnais,Suite 139,510 Dumina Boulevard,90582,0xE6100000010CB22F3432239244403586EFB300F855C0,PO Box 4631,Thakurville,90582,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
206,406,"Wingtip Toys (Tuscaloosa, AL)",401,3,2,2011,2012,3,34633,34633,NULL,2013-01-01,0.0,0,0,7,(205) 555-0100,(205) 555-0101,,,http://www.wingtiptoys.com/Tuscaloosa,Suite 287,581 Ioveanu Crescent,90011,0xE6100000010C54EF5F0FDC9A4040FE0FB0566DE455C0,PO Box 4740,Stejskalovaville,90011,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
207,407,"Wingtip Toys (Mooringsport, LA)",401,3,2,2013,2014,3,22903,22903,NULL,2013-01-01,0.0,0,0,7,(225) 555-0100,(225) 555-0101,,,http://www.wingtiptoys.com/Mooringsport,Unit 248,104 Nutiu Crescent,90387,0xE6100000010CECDE8AC404584040CAFD0E45817D57C0,PO Box 6968,Kauppiville,90387,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
208,408,"Wingtip Toys (Rockwall, TX)",401,3,2,2015,2016,3,29320,29320,NULL,2013-01-01,0.0,0,0,7,(210) 555-0100,(210) 555-0101,,,http://www.wingtiptoys.com/Rockwall,Shop 141,1414 Correa Road,90500,0xE6100000010CDA77A0A93277404087CBE0DE6B1D58C0,PO Box 6966,Martenssonville,90500,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
209,409,"Wingtip Toys (Orick, CA)",401,3,2,2017,2018,3,25581,25581,NULL,2013-01-01,0.0,0,0,7,(209) 555-0100,(209) 555-0101,,,http://www.wingtiptoys.com/Orick,Unit 301,1612 TunC Avenue,90329,0xE6100000010C9D6A8885B5A444407080F4A8D3035FC0,PO Box 3616,Deville,90329,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
210,410,"Wingtip Toys (Bernstein, TX)",401,3,2,2019,2020,3,2791,2791,NULL,2013-01-01,0.0,0,0,7,(210) 555-0100,(210) 555-0101,,,http://www.wingtiptoys.com/Bernstein,Shop 130,1921 Bose Boulevard,90314,0xE6100000010CD05BE102753242407ED069CCDA5659C0,PO Box 3096,Kreslinaville,90314,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
211,411,"Wingtip Toys (Edmund, WI)",401,3,2,2021,2022,3,10134,10134,NULL,2013-01-01,0.0,0,0,7,(262) 555-0100,(262) 555-0101,,,http://www.wingtiptoys.com/Edmund,Suite 96,910 Hrdlickova Crescent,90777,0xE6100000010C158843DBD67B45405CE49EAEEE9056C0,PO Box 8399,Chavvaville,90777,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
212,412,"Wingtip Toys (Bozeman Hot Springs, MT)",401,3,2,2023,2024,3,3762,3762,NULL,2013-01-01,0.0,0,0,7,(406) 555-0100,(406) 555-0101,,,http://www.wingtiptoys.com/BozemanHotSprings,Suite 252,1639 Deb Lane,90708,0xE6100000010CDE94D84F44D54640DE597418D7CB5BC0,PO Box 5579,Abbasiville,90708,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
213,413,"Wingtip Toys (Truscott, TX)",401,3,2,2025,2026,3,34519,34519,NULL,2013-01-01,0.0,0,0,7,(210) 555-0100,(210) 555-0101,,,http://www.wingtiptoys.com/Truscott,Suite 14,1572 Mudaliyar Lane,90010,0xE6100000010C9B6E7E688BE040402F5805C5EAF358C0,PO Box 2799,Longoville,90010,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
214,414,"Wingtip Toys (Rose Tree, PA)",401,3,2,2027,2028,3,29530,29530,NULL,2013-01-01,0.0,0,0,7,(215) 555-0100,(215) 555-0101,,,http://www.wingtiptoys.com/RoseTree,Unit 212,1837 Vasiljevic Boulevard,90710,0xE6100000010CA7AFE76B96F7434093A751EDF8D852C0,PO Box 736,Avotinaville,90710,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
215,415,"Wingtip Toys (Leathersville, GA)",401,3,2,2029,2030,3,18983,18983,NULL,2013-01-01,0.0,0,0,7,(229) 555-0100,(229) 555-0101,,,http://www.wingtiptoys.com/Leathersville,Unit 77,1555 Negi Crescent,90402,0xE6100000010C44B86EEFBFDB404087E93180269C54C0,PO Box 6423,Pellandville,90402,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
216,416,"Wingtip Toys (Necedah, WI)",401,3,2,2031,2032,3,23707,23707,NULL,2013-01-01,0.0,0,0,7,(262) 555-0100,(262) 555-0101,,,http://www.wingtiptoys.com/Necedah,Unit 41,1732 Diaz Road,90049,0xE6100000010CAAD4EC8156034640F9B369B6BC8456C0,PO Box 8950,Sykorovaville,90049,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
217,417,"Wingtip Toys (Chetek, WI)",401,3,2,2033,2034,3,6313,6313,NULL,2013-01-01,0.0,0,0,7,(262) 555-0100,(262) 555-0101,,,http://www.wingtiptoys.com/Chetek,Shop 144,310 Benipal Lane,90193,0xE6100000010CF123C85235A84640140BD7FEA9E956C0,PO Box 6215,Saucedoville,90193,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
218,418,"Wingtip Toys (Yaak, MT)",401,3,2,2035,2036,3,37969,37969,NULL,2013-01-01,0.0,0,0,7,(406) 555-0100,(406) 555-0101,,,http://www.wingtiptoys.com/Yaak,Unit 144,1588 Kohout Crescent,90284,0xE6100000010CDEA34808A06A4840A1E52FE35CED5CC0,PO Box 2888,Ibrahimagicville,90284,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
219,419,"Wingtip Toys (Compass Lake, FL)",401,3,2,2037,2038,3,7343,7343,NULL,2013-01-01,0.0,0,0,7,(239) 555-0100,(239) 555-0101,,,http://www.wingtiptoys.com/CompassLake,Suite 150,1050 Tu Boulevard,90212,0xE6100000010C950B3AC6BA973E407D1F0E12225955C0,PO Box 4790,Mitraville,90212,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
220,420,"Wingtip Toys (Herlong, CA)",401,3,2,2039,2040,3,15248,15248,NULL,2013-01-01,0.0,0,0,7,(209) 555-0100,(209) 555-0101,,,http://www.wingtiptoys.com/Herlong,Suite 127,1386 Lucescu Lane,90358,0xE6100000010C7CC15DAC5E12444008B600239E085EC0,PO Box 9990,Lo Ducaville,90358,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
221,421,"Wingtip Toys (Highland Home, AL)",401,3,2,2041,2042,3,15434,15434,NULL,2013-01-01,0.0,0,0,7,(205) 555-0100,(205) 555-0101,,,http://www.wingtiptoys.com/HighlandHome,Unit 17,1985 Flamand Lane,90035,0xE6100000010C8FC6A17E17F43F40BFAC9A31169455C0,PO Box 9523,Pasekville,90035,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
222,422,"Wingtip Toys (Naches, WA)",401,3,2,2043,2044,3,23542,23542,NULL,2013-01-01,0.0,0,0,7,(206) 555-0100,(206) 555-0101,,,http://www.wingtiptoys.com/Naches,Unit 42,323 Buecek Crescent,90729,0xE6100000010CF25F2008905D4740D7C1C1DEC42C5EC0,PO Box 5748,Jiville,90729,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
223,423,"Wingtip Toys (Baldwin City, KS)",401,3,2,2045,2046,3,1811,1811,NULL,2013-01-01,0.0,0,0,7,(316) 555-0100,(316) 555-0101,,,http://www.wingtiptoys.com/BaldwinCity,Unit 30,295 Rosberg Avenue,90351,0xE6100000010CE695EB6D336343407571C053EDCB57C0,PO Box 3602,Phungville,90351,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
224,424,"Wingtip Toys (Heartwell, NE)",401,3,2,2047,2048,3,15057,15057,NULL,2013-01-01,0.0,0,0,7,(308) 555-0100,(308) 555-0101,,,http://www.wingtiptoys.com/Heartwell,Unit 77,1910 Stavinohova Crescent,90298,0xE6100000010C3D89BE71084944408D43FD2E6CB258C0,PO Box 4446,Saarville,90298,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
225,425,"Wingtip Toys (Bethel Acres, OK)",401,3,2,2049,2050,3,2862,2862,NULL,2013-01-01,0.0,0,0,7,(405) 555-0100,(405) 555-0101,,,http://www.wingtiptoys.com/BethelAcres,Shop 203,631 Zahradnicek Avenue,90530,0xE6100000010C5B301A3504A8414097EFF5C2284358C0,PO Box 1447,Karacaville,90530,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
226,426,"Wingtip Toys (Willow Valley, AZ)",401,3,2,2051,2052,3,37316,37316,NULL,2013-01-01,0.0,0,0,7,(480) 555-0100,(480) 555-0101,,,http://www.wingtiptoys.com/WillowValley,Unit 294,2001 Lee Boulevard,90041,0xE6100000010CA01518B2BA74414082EE810CD3A65CC0,PO Box 6844,Mudaliyarville,90041,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
227,427,"Wingtip Toys (Athol Springs, NY)",401,3,2,2053,2054,3,1417,1417,NULL,2013-01-01,0.0,0,0,7,(212) 555-0100,(212) 555-0101,,,http://www.wingtiptoys.com/AtholSprings,Shop 205,840 Rezaei Lane,90285,0xE6100000010C850A0E2F886245405A00097973B753C0,PO Box 5076,Semjonovville,90285,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
228,428,"Wingtip Toys (Paw Paw Lake, MI)",401,3,2,2055,2056,3,26376,26376,NULL,2013-01-01,0.0,0,0,7,(231) 555-0100,(231) 555-0101,,,http://www.wingtiptoys.com/PawPawLake,Shop 245,1097 Grabensek Street,90635,0xE6100000010C1FE16A532B1B45400025F4E9679155C0,PO Box 8877,Wimmerville,90635,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
229,429,"Wingtip Toys (Lilbourn, MO)",401,3,2,2057,2058,3,19405,19405,NULL,2013-01-01,0.0,0,0,7,(314) 555-0100,(314) 555-0101,,,http://www.wingtiptoys.com/Lilbourn,Shop 191,435 Vladu Crescent,90025,0xE6100000010CE3022BE2CF4B424021F7BE02626756C0,PO Box 1819,Maciasville,90025,1,2013-01-01 00:00:00.0000000,9999-12-31 23:59:59.9999999
